"entry","entry href","field-content","field-content 2"
"Sacred Heart PS [Tattyreagh]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/sacred-heart-ps-tattyreagh","6 Letfern Avenue, Tattyreagh, Omagh, Co. Tyrone, BT78 1LA","Primary"
"Sacred Heart PS [Trench Road]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/sacred-heart-ps-trench-road","Trench Road, Waterside, Derry, Co. Londonderry, BT47 2DT","Primary"
"Safe and Sound Day Nursery PG [Ballynahinch]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/safe-and-sound-day-nursery-pg-ballynahinch","43 Crabtree Road, Ballynahinch, Co Down, BT24 8RH","Pre-School"
"Saintfield High School","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/saintfield-high-school","21 Comber Road, Saintfield, Ballynahinch, Co Down, BT24 7BB","Post-Primary"
"Saints and Scholars Integrated PS","https://www.eani.org.uk/parents/types-of-school/school-type/primary/saints-and-scholars-integrated-ps","Killuney Park, Portadown Road, Armagh, Co. Armagh, BT61 9HG","Primary"
"Saints and Scholars Integrated PS NU","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/saints-and-scholars-integrated-ps-nu","Killuney Park Road, Portadown Road, Armagh, Co Armagh, BT61 9HG","Pre-School"
"Sandbrook Nursery School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/sandbrook-nursery-school-belfast","Wellwood Avenue, Sydenham, Belfast, Co Antrim, BT4 1NG","Pre-School"
"Sandelford School","https://www.eani.org.uk/parents/types-of-school/school-type/special-school/sandelford-school-0","4 Rugby Avenue, COLERAINE, CO LONDONDERRY, BT52 1JL","Special School"
"Saul Community Pre School PG [Downpatrick]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/saul-community-pre-school-pg-downpatrick","38 St Patrick's Road, Saul, Downpatrick, Co Down, BT30 7JQ","Pre-School"
"Scarva PS [Scarva]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/scarva-ps-scarva","80 Main Street, Scarva, Craigavon, Co. Armagh, BT63 6NS","Primary"
"Scoil an Droichid [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/scoil-an-droichid-belfast","4 Cooke Street, Belfast, Co. Antrim, BT7 2EP","Primary"
"Scoil Na Fuiseoige","https://www.eani.org.uk/parents/types-of-school/school-type/primary/scoil-na-fuiseoige","40 Gardenmore Road, Dunmurry, Belfast, Co. Antrim, BT17 0DF","Primary"
"Scotwell House PG [Armagh]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/scotwell-house-pg-armagh","Scotwell House, Umgola Road, Armagh, Co Armagh, BT60 4DJ","Pre-School"
"Seagoe PS [Portadown]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/seagoe-ps-portadown","83 Seagoe Road, Portadown, Craigavon, Co. Armagh, BT63 5HS","Primary"
"Seagoe PS NU [Portadown]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/seagoe-ps-nu-portadown","83 Seagoe Road, Portadown, Craigavon, Co Armagh, BT63 5HS","Pre-School"
"Seaview Integrated PS [Glenarm]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/seaview-integrated-ps-glenarm","11 New Road, Glenarm, Ballymena, Co. Antrim, BT44 0AA","Primary"
"Seaview Nursery School [Warrenpoint]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/seaview-nursery-school-warrenpoint","61 Great George's Street, Warrenpoint, Newry, Co Down, BT34 3NF","Pre-School"
"Seaview PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/seaview-ps-belfast","Seaview Drive, Belfast, Co. Antrim, BT15 3NB","Primary"
"Seaview PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/seaview-ps-nu-belfast","Seaview Drive, Belfast, Co Antrim, BT15 3NB","Pre-School"
"See-Saw PG [Ballymoney]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/see-saw-pg-ballymoney","The Community Centre, Moyarget Road, Mosside, Co Antrim, BT53 8QU","Pre-School"
"Sensations Nest, Dundonald","https://www.eani.org.uk/parents/types-of-school/school-type/independent-school/sensations-nest-dundonald","","Independent School"
"Seymour Hill Pre School PG [Dunmurry]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/seymour-hill-pre-school-pg-dunmurry","Seymour Hill Primary School, Hazel Avenue, Dunmurry, Co Antrim, BT17 9QX","Pre-School"
"Seymour Hill PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/seymour-hill-ps-belfast","Hazel Avenue, Belfast, Co. Antrim, BT17 9QX","Primary"
"Shaftesbury Nursery School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/shaftesbury-nursery-school-belfast","23-25 Percy Street, Belfast, Co Antrim, BT13 2HS","Pre-School"
"Shimna College [Newcastle]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/shimna-college-newcastle","The Lawnfield, King Street, Newcastle, Co Down, BT33 0HD","Post-Primary"
"Silverstream PS [Greenisland]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/silverstream-ps-greenisland","Moyard Gardens, Greenisland, Carrickfergus, Co. Antrim, BT38 8XD","Primary"
"Silverstream PS NU [Greenisland]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/silverstream-ps-nu-greenisland","Moyard Gardens, Greenisland, Carrickfergus, Co Antrim, BT38 8XD","Pre-School"
"Sion Mills Integrated PS","https://www.eani.org.uk/parents/types-of-school/school-type/primary/sion-mills-integrated-ps","15 Westview Terrace, The Park, Sion Mills, Strabane, Co. Tyrone, BT82 9HP","Primary"
"Sion Mills Integrated PS NU","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/sion-mills-integrated-ps-nu","15 West View Terrace, The Park, Sion Mills, Strabane, Co Tyrone, BT82 9HP","Pre-School"
"Six Mile Integrated PS","https://www.eani.org.uk/parents/types-of-school/school-type/primary/six-mile-integrated-ps","Stiles Way, Antrim, Co. Antrim, BT41 2TA","Primary"
"Sleepy Hollow Early Childhood Centre Aldergrove PG (Formerly ABC Nursery)","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/sleepy-hollow-early-childhood-centre-aldergrove-pg","Building 643, Off Crumlin Road, Aldergrove, Crumlin, Co. Antrim, BT29 4BN","Pre-School"
"Sleepy Hollow Early Childhood Centre Holywood PG (Formerly Tiggers Palace PG)","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/sleepy-hollow-early-childhood-centre-holywood-pg","Palace Barracks, Community Centre, 57 Hinchley Avenue, Holywood, Co. Down, BT18 9FD","Pre-School"
"Sleepy Hollow Early Childhood Centre Lisburn PG (Formerly Rhyme Times)","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/sleepy-hollow-early-childhood-centre-lisburn-pg","Thiepval Barracks, Magheralave Road, Lisburn, Co Antrim, BT28 3BN","Pre-School"
"Slemish Integrated College [Ballymena]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/slemish-integrated-college-ballymena","147A Larne Road, Ballymena, Co Antrim, BT42 3HA","Post-Primary"
"Slievegallion Community Pre School PG","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/slievegallion-community-pre-school-pg","62b Longfield Road, Desertmartin, Magherafelt, Co Londonderry, BT45 5LS","Pre-School"
"Small Fry Community PG [Maguiresbridge]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/small-fry-community-pg-maguiresbridge","Killyshambally, Maguiresbridge, Co Fermanagh, BT94 4RY","Pre-School"
"Spa PS [Ballynahinch]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/spa-ps-ballynahinch","59 Ballymaglave Road, Ballynahinch, Co. Down, BT24 8QB","Primary"
"Sperrin Integrated College [Magherafelt]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/sperrin-integrated-college-magherafelt","39 Pound Road, Magherafelt, Co Londonderry, BT45 6NR","Post-Primary"
"Sperrinview School","https://www.eani.org.uk/parents/types-of-school/school-type/special-school/sperrinview-school-0","8 Coalisland Road, DUNGANNON, CO TYRONE, BT71 6FA","Special School"
"Spires Integrated PS [Magherafelt]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/spires-integrated-ps-magherafelt","84 Moneymore Road, Magherafelt, Co. Londonderry, BT45 6HH","Primary"
"Springfield PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/springfield-ps-belfast","425 Springfield Road, Belfast, Co. Antrim, BT12 7DJ","Primary"
"Springfield PS PG [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/springfield-ps-pg-belfast","Springfield Primary School, 425 Springfield Road, Belfast, Co Antrim, BT12 7DJ","Pre-School"
"Springhill PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/springhill-ps-belfast","247 Ballygomartin Road, Belfast, Co. Antrim, BT13 3NH","Primary"
"St Aidan's High School [Derrylin]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-aidans-high-school-derrylin","138 Main Street, Derrylin, Enniskillen, Co Fermanagh, BT92 9PD","Post-Primary"
"St Aidan's PS [Limavady]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-aidans-ps-limavady","552 Seacoast Road, Magilligan, Limavady, Co. Londonderry, BT49 0LL","Primary"
"St Aloysius PS [Lisburn]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-aloysius-ps-lisburn","Ballinderry Road, Lisburn, Co. Antrim, BT28 1TB","Primary"
"St Aloysius PS NU [Lisburn]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-aloysius-ps-nu-lisburn","7 Ballinderry Road, Lisburn, Co Antrim, BT28 1TB","Pre-School"
"St Anne's PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-annes-ps-belfast","50 Kingsway, Finaghy, Belfast, Co. Antrim, BT10 0NE","Primary"
"St Anne's PS [Londonderry]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-annes-ps-londonderry","32 Upper Nassau Street, Londonderry, Co. Londonderry, BT48 0EY","Primary"
"St Anne's PS [Loughgiel]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-annes-ps-loughgiel","3 Reservoir Road, Corkey, Ballymena, Co. Antrim, BT44 9JE","Primary"
"St Anne's PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-annes-ps-nu-belfast","50 Kingsway, Finaghy, Belfast, Co Antrim, BT10 0NE","Pre-School"
"St Anthony's Nursery School [Larne]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-anthonys-nursery-school-larne","43 Fairway, Larne, Co Antrim, BT40 2BG","Pre-School"
"St Anthony's PS [Craigavon]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-anthonys-ps-craigavon","Tullygally Road, Craigavon, Co. Armagh, BT65 5BL","Primary"
"St Anthony's PS [Larne]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-anthonys-ps-larne","43 Fairway, Larne, Co. Antrim, BT40 2BG","Primary"
"St Anthony's PS NU [Craigavon]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-anthonys-ps-nu-craigavon","Tullygally Road, Craigavon, Co Armagh, BT65 5BL","Pre-School"
"St Benedicts College [Randalstown]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-benedicts-college-randalstown","5 Craigstown Road, Randalstown, Co Antrim, BT41 2AF","Post-Primary"
"St Bernadette’s Nursery School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-bernadettes-nursery-school-belfast","Glenalina Road, Belfast, Co Antrim, BT12 7JG","Pre-School"
"St Bernard's Pre School Ed Centre PG [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-bernards-pre-school-ed-centre-pg-belfast","c/o St Bernard's Primary School, Wynchurch Walk, Rosetta, Belfast, Co Antrim, BT6 0JS","Pre-School"
"St Bernard's Pre School PG [Newtownabbey]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-bernards-pre-school-pg-newtownabbey","St Mary's on the Hill Pastoral Centre, 165 Antrim Road, Newtownabbey, Co Antrim, BT36 7QR","Pre-School"
"St Bernard's PS [Newtownabbey]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-bernards-ps-newtownabbey","Elmfield Road, Newtownabbey, Co. Antrim, BT36 6DW","Primary"
"St Bernard's PS NU [Newtownabbey]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-bernards-ps-nu-newtownabbey","Elmfield Road, Newtownabbey, Co Antrim, BT36 6DW","Pre-School"
"St Bernards PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-bernards-ps-belfast","Wynchurch Walk, Belfast, Co. Antrim, BT6 0JS","Primary"
"St Brendan's PS [Craigavon]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-brendans-ps-craigavon","Moyraverty, Craigavon, Co. Armagh, BT65 5HS","Primary"
"St Brendan's PS NU [Craigavon]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-brendans-ps-nu-craigavon","Moyraverty, Craigavon, Co Armagh, BT65 5HS","Pre-School"
"St Bride's PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-brides-ps-belfast","36 Derryvolgie Avenue, Belfast, Co. Antrim, BT9 6FP","Primary"
"St Bride's PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-brides-ps-nu-belfast","36 Derryvolgie Avenue, Belfast, Co Antrim, BT9 6FP","Pre-School"
"St Brigid's College [Carnhill]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/st-brigids-college-carnhill","1 Glengalliagh Road, Londonderry, Co Londonderry, BT48 8DU","Post-Primary"
"St Brigid's Play School PG [Mountfield]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-brigids-play-school-pg-mountfield","25B Main Street, Mountfield, Co Tyrone, BT79 7PY","Pre-School"
"St Brigid's PS [Altamuskin]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-brigids-ps-altamuskin","114 Altamuskin Road, Sixmilecross, Omagh, Co. Tyrone, BT79 9JA","Primary"
"St Brigid's PS [Ballymena]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-brigids-ps-ballymena","Broughshane Road, Ballymena, Co. Antrim, BT43 7DZ","Primary"
"St Brigid's PS [Ballymoney]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-brigids-ps-ballymoney","Castle Street, Ballymoney, Co. Antrim, BT53 6JX","Primary"
"St Brigid's PS [Carnhill]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-brigids-ps-carnhill","578 Carnhill Estate, Shantallow, Londonderry, Co. Londonderry, BT48 8BZ","Primary"
"St Brigid's PS [Cranagh]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-brigids-ps-cranagh","223 Glenelly Road, Cranagh, Gortin, Co. Tyrone, BT79 8LR","Primary"
"St Brigid's PS [Downpatrick]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-brigids-ps-downpatrick","Rathkeltair Road, Downpatrick, Co. Down, BT30 6NL","Primary"
"St Brigid's PS [Drumilly]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-brigids-ps-drumilly","17 Carrowbane Road, Drumilly, Belleeks, Newry, Co. Down, BT35 7QL","Primary"
"St Brigid's PS [Glassdrummond]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-brigids-ps-glassdrummond","63 Glassdrummond Road, Crossmaglen, Newry, Co. Armagh, BT35 9DY","Primary"
"St Brigid's PS [Knockloughrim]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-brigids-ps-knockloughrim","52 Moyagall Road, Knockloughrim, Magherafelt, Co. Londonderry, BT45 8PG","Primary"
"St Brigid's PS [Mountfield]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-brigids-ps-mountfield","4 Lenagh Road, Mountfield, Omagh, Co. Tyrone, BT79 7PT","Primary"
"St Brigid's PS [Mountjoy]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-brigids-ps-mountjoy","166 Mountjoy Road, Dungannon, Co. Tyrone, BT71 5DY","Primary"
"St Brigid's PS [Tirkane]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-brigids-ps-tirkane","130 Tirkane Road, Maghera, Co. Londonderry, BT46 5NH","Primary"
"St Brigid's PS NU [Carnhill]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-brigids-ps-nu-carnhill","578 Carnhill Estate, Derry, Co Londonderry, BT48 8BZ","Pre-School"
"St Bronagh's PS [Rostrevor]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-bronaghs-ps-rostrevor","53 Church Street, Rostrevor, Newry, Co. Down, BT34 3BB","Primary"
"St Caireall's Pre School PG [Castlederg]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/st-cairealls-pre-school-pg-castlederg","5 Aghyaran Road, Castlederg, Co Tyrone, BT81 7YA","Pre-School"
"St Caireall's PS [Castlederg]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/st-cairealls-ps-castlederg","36 Trienamongan Road, Carrycoughan, Castlederg, Co. Tyrone, BT81 7XF","Primary"
